endpoint	methods	permission	file:line	in_registry?
apollo/v1/groups/search	GET	$public_read	apollo-groups/src/Plugin.php:487	YES
apollo/v1/groups/(?P<id>\d+)/feed	GET	$public_read	apollo-groups/src/Plugin.php:498	YES
apollo/v1/groups/(?P<id>\d+)/avatar	POST	$logged	apollo-groups/src/Plugin.php:519	YES
apollo/v1/groups/(?P<id>\d+)/avatar	DELETE	$logged	apollo-groups/src/Plugin.php:519	YES
apollo/v1/groups/(?P<id>\d+)/cover	POST	$logged	apollo-groups/src/Plugin.php:537	YES
apollo/v1/groups/(?P<id>\d+)/cover	DELETE	$logged	apollo-groups/src/Plugin.php:537	YES
apollo_groups	N/A	N/A	apollo-groups/src/Plugin.php:995	DEV_REG
apollo_group	N/A	N/A	apollo-groups/src/Plugin.php:996	DEV_REG
apollo_my_groups	N/A	N/A	apollo-groups/src/Plugin.php:997	DEV_REG
apollo_create_nucleo	N/A	N/A	apollo-groups/src/Plugin.php:998	DEV_REG
apollo_create_comuna	N/A	N/A	apollo-groups/src/Plugin.php:999	DEV_REG
apollo/v1/hubs/(?P<username>[a-zA-Z0-9._-]+)/blocks	GET	__return_true	apollo-hub/src/API/HubController.php:144	YES
apollo/v1/hubs/(?P<username>[a-zA-Z0-9._-]+)/blocks	PUT,PATCH	can_edit_hub	apollo-hub/src/API/HubController.php:144	YES
apollo/v1/hubs/(?P<username>[a-zA-Z0-9._-]+)/share/(?P<post_id>\d+)	GET	__return_true	apollo-hub/src/API/HubController.php:195	YES
apollo/v1/hubs/me	GET	is_logged_in	apollo-hub/src/API/HubController.php:218	YES
apollo/v1/hubs	GET	__return_true	apollo-hub/src/API/HubController.php:41	YES
apollo/v1/hubs/(?P<username>[a-zA-Z0-9._-]+)	GET	__return_true	apollo-hub/src/API/HubController.php:67	YES
apollo/v1/hubs/(?P<username>[a-zA-Z0-9._-]+)	PUT,PATCH	can_edit_hub	apollo-hub/src/API/HubController.php:67	YES
apollo/v1/hubs/(?P<username>[a-zA-Z0-9._-]+)/links	GET	__return_true	apollo-hub/src/API/HubController.php:93	YES
apollo/v1/hubs/(?P<username>[a-zA-Z0-9._-]+)/links	PUT,PATCH	can_edit_hub	apollo-hub/src/API/HubController.php:93	YES
apollo_hub	N/A	N/A	apollo-hub/src/Shortcodes.php:24	DEV_REG
apollo_hub_builder	N/A	N/A	apollo-hub/src/Shortcodes.php:25	DEV_REG
apollo/v1/journal/posts	GET	__return_true	apollo-journal/src/API/PostsController.php:33	YES
apollo/v1/journal/news	GET	__return_true	apollo-journal/src/API/PostsController.php:47	YES
apollo/v1/journal/notas	GET	__return_true	apollo-journal/src/API/PostsController.php:61	YES
apollo_journal	N/A	N/A	apollo-journal/src/Shortcodes.php:38	DEV_REG
apollo_journal_marquee	N/A	N/A	apollo-journal/src/Shortcodes.php:39	DEV_REG
apollo_journal_card	N/A	N/A	apollo-journal/src/Shortcodes.php:40	DEV_REG
apollo_add_news	N/A	N/A	apollo-journal/src/Shortcodes.php:41	DEV_REG
apollo_add_nrep	N/A	N/A	apollo-journal/src/Shortcodes.php:42	DEV_REG
apollo/v1/proximos	GET	__return_true	apollo-loc/src/API/LocalsController.php:105	YES
apollo/v1/	GET	__return_true	apollo-loc/src/API/LocalsController.php:50	YES
apollo/v1/	POST	is_logged_in	apollo-loc/src/API/LocalsController.php:50	YES
apollo/v1/(?P<id>[\d]+)	GET	__return_true	apollo-loc/src/API/LocalsController.php:72	YES
apollo/v1/(?P<id>[\d]+)	PUT,PATCH	is_admin	apollo-loc/src/API/LocalsController.php:72	YES
apollo/v1/(?P<id>[\d]+)	DELETE	is_admin	apollo-loc/src/API/LocalsController.php:72	YES
apollo/v1/proximos	GET	__return_true	apollo-loc/src/API/Router.php:41	NO
UNRESOLVED:$rb	GET	__return_true	apollo-loc/src/API/Router.php:58	NO
UNRESOLVED:$rb	POST	is_logged_in	apollo-loc/src/API/Router.php:58	NO
UNRESOLVED:$rb	GET	__return_true	apollo-loc/src/API/Router.php:58	NO
UNRESOLVED:$rb	PUT,PATCH	is_admin	apollo-loc/src/API/Router.php:58	NO
UNRESOLVED:$rb	DELETE	is_admin	apollo-loc/src/API/Router.php:58	NO
apollo/v1/(?P<id>[\d]+)	GET	__return_true	apollo-loc/src/API/Router.php:90	NO
apollo/v1/(?P<id>[\d]+)	PUT,PATCH	is_admin	apollo-loc/src/API/Router.php:90	NO
apollo/v1/(?P<id>[\d]+)	DELETE	is_admin	apollo-loc/src/API/Router.php:90	NO
apollo_locals	N/A	N/A	apollo-loc/src/Shortcodes/ShortcodeRegistry.php:21	DEV_REG
apollo_local	N/A	N/A	apollo-loc/src/Shortcodes/ShortcodeRegistry.php:22	DEV_REG
apollo_map	N/A	N/A	apollo-loc/src/Shortcodes/ShortcodeRegistry.php:23	DEV_REG
apollo_add_loc	N/A	N/A	apollo-loc/src/Shortcodes/ShortcodeRegistry.php:24	DEV_REG
apollo/v1/activity/log	GET	closure	apollo-login/src/API/ActivityLogController.php:107	YES
apollo/v1/activity/log	POST	require_app_token	apollo-login/src/API/ActivityLogController.php:78	YES
apollo/v1/app/verify	GET	closure	apollo-login/src/API/AppAuthController.php:124	YES
apollo/v1/app/revoke	POST	closure	apollo-login/src/API/AppAuthController.php:155	YES
apollo/v1/dj/config	GET	__return_true	apollo-login/src/API/AppAuthController.php:186	YES
apollo/v1/dj/permissions	GET	closure	apollo-login/src/API/AppAuthController.php:197	YES
apollo/v1/app/auth	POST	closure	apollo-login/src/API/AppAuthController.php:90	YES
apollo/v1/auth/logout	POST	logged_in	apollo-login/src/API/AuthController.php:214	YES
apollo/v1/auth/reset-request	POST	__return_true	apollo-login/src/API/AuthController.php:225	YES
apollo/v1/auth/check-username	GET	__return_true	apollo-login/src/API/AuthController.php:243	YES
apollo/v1/auth/check-email	GET	__return_true	apollo-login/src/API/AuthController.php:261	YES
apollo/v1/auth/reset-confirm	POST	__return_true	apollo-login/src/API/AuthController.php:279	YES
apollo/v1/auth/verify-email	POST	__return_true	apollo-login/src/API/AuthController.php:302	YES
apollo/v1/auth/resend-verification	POST	__return_true	apollo-login/src/API/AuthController.php:325	YES
apollo/v1/auth/login	POST	__return_true	apollo-login/src/API/AuthController.php:60	YES
apollo/v1/auth/register	POST	__return_true	apollo-login/src/API/AuthController.php:88	YES
apollo/v1/simon/highscores	GET	__return_true	apollo-login/src/API/QuizController.php:128	YES
apollo/v1/quiz/questions	GET	__return_true	apollo-login/src/API/QuizController.php:48	YES
apollo/v1/quiz/submit	POST	__return_true	apollo-login/src/API/QuizController.php:67	YES
apollo/v1/simon/submit	POST	__return_true	apollo-login/src/API/QuizController.php:95	YES
apollo/v1/security/rewrites	GET	admin_only	apollo-login/src/API/SecurityController.php:44	YES
apollo/v1/security/attempts	GET	admin_only	apollo-login/src/API/SecurityController.php:55	YES
apollo_resend_verification	POST	nopriv	apollo-login/src/Auth/EmailVerification.php:48	YES
apollo_login	POST	nopriv	apollo-login/src/Auth/LoginHandler.php:31	YES
apollo_auth_nonce	POST	nopriv	apollo-login/src/Auth/LoginHandler.php:34	YES
apollo_forgot_password	POST	nopriv	apollo-login/src/Auth/PasswordReset.php:32	YES
apollo_reset_confirm	POST	nopriv	apollo-login/src/Auth/PasswordReset.php:34	YES
apollo_register	POST	nopriv	apollo-login/src/Auth/RegisterHandler.php:33	YES
apollo_validate_cpf	POST	nopriv	apollo-login/src/Auth/RegisterHandler.php:44	YES
apollo_auth_debug_log	POST	nopriv	apollo-login/src/Auth/RegisterHandler.php:48	YES
apollo_login	N/A	N/A	apollo-login/src/Core/Plugin.php:339	DEV_REG
apollo_register	N/A	N/A	apollo-login/src/Core/Plugin.php:340	DEV_REG
apollo_quiz	N/A	N/A	apollo-login/src/Core/Plugin.php:341	DEV_REG
apollo_simon	N/A	N/A	apollo-login/src/Core/Plugin.php:342	DEV_REG
apollo_password_reset	N/A	N/A	apollo-login/src/Core/Plugin.php:343	DEV_REG
apollo_verify_email	N/A	N/A	apollo-login/src/Core/Plugin.php:344	DEV_REG
apollo/v1/auth/token	POST	__return_true	apollo-login/src/Security/JWTAuth.php:121	YES
apollo/v1/auth/token	POST	__return_true	apollo-login/src/Security/JWTAuth.php:121	YES
apollo/v1/auth/token	POST	require_auth	apollo-login/src/Security/JWTAuth.php:121	YES
apollo/v1/auth/token/refresh	POST	__return_true	apollo-login/src/Security/JWTAuth.php:139	YES
apollo/v1/auth/token/revoke	POST	require_auth	apollo-login/src/Security/JWTAuth.php:152	YES
apollo/v1/csp-report	POST	__return_true	apollo-login/src/Security/SecurityHeaders.php:249	YES
apollo/v1/map/explorer	GET	__return_true	apollo-maps/src/API/ExplorerController.php:28	YES
apollo_maps	N/A	N/A	apollo-maps/src/Shortcodes/MapShortcode.php:22	DEV_REG
apollo_achievement	N/A	N/A	apollo-membership/includes/shortcodes/apollo-achievement-single.php:108	DEV_REG
apollo_achievements	N/A	N/A	apollo-membership/includes/shortcodes/apollo-achievements-list.php:106	DEV_REG
apollo_evidence	N/A	N/A	apollo-membership/includes/shortcodes/apollo-evidence.php:95	DEV_REG
apollo_leaderboard	N/A	N/A	apollo-membership/includes/shortcodes/apollo-leaderboard.php:96	DEV_REG
apollo_points	N/A	N/A	apollo-membership/includes/shortcodes/apollo-points.php:107	DEV_REG
apollo_rank	N/A	N/A	apollo-membership/includes/shortcodes/apollo-rank-single.php:79	DEV_REG
apollo_ranks	N/A	N/A	apollo-membership/includes/shortcodes/apollo-ranks.php:75	DEV_REG
apollo_user_achievements	N/A	N/A	apollo-membership/includes/shortcodes/apollo-user-achievements.php:88	DEV_REG
apollo_user_rank	N/A	N/A	apollo-membership/includes/shortcodes/apollo-user-rank.php:79	DEV_REG
apollo/v1/membership/achievements/award	POST	check_admin	apollo-membership/src/API/AchievementsController.php:106	YES
apollo/v1/membership/achievements/revoke	POST	check_admin	apollo-membership/src/API/AchievementsController.php:128	YES
apollo/v1/membership/evidence/(?P<achievement_id>\d+)	GET	__return_true	apollo-membership/src/API/AchievementsController.php:155	YES
apollo/v1/membership/verify/(?P<hash>[a-zA-Z0-9]+)	GET	__return_true	apollo-membership/src/API/AchievementsController.php:177	YES
apollo/v1/achievements	GET	__return_true	apollo-membership/src/API/AchievementsController.php:35	YES
apollo/v1/achievements/(?P<id>\d+)	GET	__return_true	apollo-membership/src/API/AchievementsController.php:62	YES
apollo/v1/user-achievements	GET	check_logged_in	apollo-membership/src/API/AchievementsController.php:79	YES
apollo/v1/leaderboard	GET	__return_true	apollo-membership/src/API/LeaderboardController.php:31	YES
apollo/v1/leaderboard/user/(?P<id>\d+)	GET	__return_true	apollo-membership/src/API/LeaderboardController.php:48	YES
apollo/v1/user-summary	GET	check_logged_in	apollo-membership/src/API/LeaderboardController.php:65	YES
apollo/v1/membership-badge	GET	__return_true	apollo-membership/src/API/LeaderboardController.php:82	YES
apollo/v1/membership-badge	POST	check_admin	apollo-membership/src/API/LeaderboardController.php:99	YES
apollo/v1/points/deduct	POST	check_admin	apollo-membership/src/API/PointsController.php:109	YES
apollo/v1/points/reset	POST	check_admin	apollo-membership/src/API/PointsController.php:136	YES
apollo/v1/points	GET	check_logged_in	apollo-membership/src/API/PointsController.php:33	YES
apollo/v1/points/history	GET	check_logged_in	apollo-membership/src/API/PointsController.php:50	YES
apollo/v1/points/award	POST	check_admin	apollo-membership/src/API/PointsController.php:82	YES
apollo/v1/ranks	GET	__return_true	apollo-membership/src/API/RanksController.php:32	YES
apollo/v1/ranks/(?P<id>\d+)	GET	__return_true	apollo-membership/src/API/RanksController.php:42	YES
apollo/v1/user-rank	GET	check_logged_in	apollo-membership/src/API/RanksController.php:59	YES
apollo/v1/membership/ranks/award	POST	check_admin	apollo-membership/src/API/RanksController.php:76	YES
apollo/v1/report	POST	__return_true	apollo-membership/src/API/ReportController.php:53	YES
apollo/v1/membership/triggers	GET	__return_true	apollo-membership/src/API/TriggersController.php:29	YES
apollo/v1/mod/log	GET	$mod	apollo-mod/src/Plugin.php:106	YES
apollo/v1/mod/stats	GET	$mod	apollo-mod/src/Plugin.php:116	YES
apollo/v1/mod/report	POST	closure	apollo-mod/src/Plugin.php:127	YES
apollo/v1/mod/queue	GET	$mod	apollo-mod/src/Plugin.php:54	YES
apollo/v1/mod/queue/(?P<id>\d+)/approve	POST	$mod	apollo-mod/src/Plugin.php:70	YES
apollo/v1/mod/queue/(?P<id>\d+)/reject	POST	$mod	apollo-mod/src/Plugin.php:82	YES
apollo/v1/mod/queue/(?P<id>\d+)/flag	POST	$mod	apollo-mod/src/Plugin.php:94	YES
apollo/v1/notifications	GET	closure	apollo-notif/src/Plugin.php:157	YES
apollo/v1/notifications/(?P<id>\d+)/read	POST	closure	apollo-notif/src/Plugin.php:199	YES
apollo/v1/notifications/read-all	POST	closure	apollo-notif/src/Plugin.php:211	YES
apollo/v1/notifications/unread-count	GET	closure	apollo-notif/src/Plugin.php:223	YES
apollo/v1/notifications/preferences	GET	closure	apollo-notif/src/Plugin.php:235	YES
apollo/v1/notifications/preferences	PUT	closure	apollo-notif/src/Plugin.php:235	YES
apollo/v1/notifications/(?P<id>\d+)	DELETE	closure	apollo-notif/src/Plugin.php:257	YES
apollo/v1/notifications/read	DELETE	closure	apollo-notif/src/Plugin.php:270	YES
apollo/v1/notifications/(?P<id>\d+)/displayed	POST	closure	apollo-notif/src/Plugin.php:283	YES
apollo/v1/notifications/preferences/snooze	POST	closure	apollo-notif/src/Plugin.php:296	YES
apollo/v1/notifications/preferences/snooze	DELETE	closure	apollo-notif/src/Plugin.php:319	YES
apollo/v1/notifications/push/subscribe	POST	closure	apollo-notif/src/Plugin.php:338	YES
apollo/v1/notifications/push/unsubscribe	DELETE	closure	apollo-notif/src/Plugin.php:362	YES
apollo/v1/notifications/push/vapid-public-key	GET	__return_true	apollo-notif/src/Plugin.php:381	YES
apollo_notif	N/A	N/A	apollo-notif/src/Plugin.php:534	DEV_REG
apollo_notif_badge	N/A	N/A	apollo-notif/src/Plugin.php:535	DEV_REG
apollo/v1/pane/plugins	GET	closure	apollo-pane-engine/includes/fragment-helper.php:126	YES
apollo/v1/pane/fragment	GET	closure	apollo-pane-engine/includes/fragment-helper.php:166	YES
apollo/v1/pane/section/(?P<slug>[a-z0-9-]+)	GET	closure	apollo-pane-engine/includes/section-renderer.php:17	YES
apollo/v1/pane/section/chat-thread/(?P<thread_id>\d+)	GET	closure	apollo-pane-engine/includes/section-renderer.php:36	YES
apollo/v1/pane/section/(?P<id>\d+)	GET	closure	apollo-pane-engine/includes/section-renderer.php:75	YES
apollo/v1/status	GET	__return_true	apollo-radio/src/API/RadioController.php:34	YES
apollo/v1/now	GET	__return_true	apollo-radio/src/API/RadioController.php:43	YES
apollo/v1/playlist	GET	__return_true	apollo-radio/src/API/RadioController.php:52	YES
apollo/v1/stream	GET	__return_true	apollo-radio/src/API/RadioController.php:68	YES
apollo_radio	N/A	N/A	apollo-radio/src/Shortcode/RadioShortcode.php:19	DEV_REG
apollo/v1/remind/push/subscribe	POST	logged_in	apollo-remind/src/API/PushController.php:18	YES
apollo/v1/remind/push/unsubscribe	DELETE	logged_in	apollo-remind/src/API/PushController.php:25	YES
apollo/v1/remind/push/vapid-key	GET	__return_true	apollo-remind/src/API/PushController.php:32	YES
apollo/v1/remind	GET	[ $this, 'auth' ]	apollo-remind/src/API/RemindersController.php:14	YES
apollo/v1/remind	POST	[ $this, 'auth' ]	apollo-remind/src/API/RemindersController.php:26	YES
apollo/v1/remind/(?P<id>\d+)	GET	[ $this, 'auth' ]	apollo-remind/src/API/RemindersController.php:33	YES
apollo/v1/remind/(?P<id>\d+)	PUT	[ $this, 'auth' ]	apollo-remind/src/API/RemindersController.php:40	YES
apollo/v1/remind/(?P<id>\d+)	DELETE	[ $this, 'auth' ]	apollo-remind/src/API/RemindersController.php:47	YES
apollo/v1/remind/calendar	GET	[ $this, 'auth' ]	apollo-remind/src/API/RemindersController.php:54	YES
apollo/v1/remind/telegram/link	POST	[ $this, 'auth' ]	apollo-remind/src/API/RemindersController.php:65	YES
apollo/v1/remind/telegram/status	GET	[ $this, 'auth' ]	apollo-remind/src/API/RemindersController.php:72	YES
apollo/v1/remind/channels	GET	[ $this, 'auth' ]	apollo-remind/src/API/RemindersController.php:79	YES
apollo/v1/remind/telegram/webhook	POST	__return_true	apollo-remind/src/API/TelegramWebhook.php:23	YES
apollo/v1/availability	GET	__return_true	apollo-scheduler/src/API/AvailabilityController.php:24	YES
apollo/v1/availability/grid	GET	__return_true	apollo-scheduler/src/API/AvailabilityController.php:37	YES
apollo/v1/book	POST	logged_in_permission	apollo-scheduler/src/API/BookingController.php:27	YES
apollo/v1/reschedule/(?P<id>\d+)	PUT,PATCH	logged_in_permission	apollo-scheduler/src/API/BookingController.php:49	YES
apollo/v1/ical/(?P<id>\d+)	GET	ical_permission	apollo-scheduler/src/API/ICalController.php:23	NO
apollo/v1/nucleo/(?P<nucleo_id>\d+)/catalog	GET	catalog_permission	apollo-scheduler/src/API/ManagerController.php:26	NO
apollo/v1/agents/assign	POST	logged_in_permission	apollo-scheduler/src/API/ManagerController.php:38	NO
apollo/v1/availability/block	POST	logged_in_permission	apollo-scheduler/src/API/ManagerController.php:56	NO
apollo_scheduler_book	N/A	N/A	apollo-scheduler/src/Frontend/BookingWizard.php:19	DEV_REG
apollo_scheduler_manager	N/A	N/A	apollo-scheduler/src/Frontend/ManagerCalendar.php:19	DEV_REG
apollo/v1/seo/post/(?P<id>\d+)	GET	__return_true	apollo-seo/src/Plugin.php:447	YES
apollo/v1/seo/term/(?P<id>\d+)	GET	__return_true	apollo-seo/src/Plugin.php:463	YES
apollo/v1/seo/home	GET	__return_true	apollo-seo/src/Plugin.php:479	YES
apollo/v1/(?P<id>[\w]+)/copy	POST	create_item_permissions_check	apollo-sheets/src/API/SheetsController.php:100	YES
apollo/v1/import	POST	create_item_permissions_check	apollo-sheets/src/API/SheetsController.php:121	YES
apollo/v1/(?P<id>[\w]+)/export	GET	get_item_permissions_check	apollo-sheets/src/API/SheetsController.php:135	YES
apollo/v1/(?P<id>[\w]+)/preview	GET	get_item_permissions_check	apollo-sheets/src/API/SheetsController.php:163	YES
apollo/v1/	GET	get_items_permissions_check	apollo-sheets/src/API/SheetsController.php:40	YES
apollo/v1/	POST	create_item_permissions_check	apollo-sheets/src/API/SheetsController.php:40	YES
apollo/v1/(?P<id>[\w]+)	GET	get_item_permissions_check	apollo-sheets/src/API/SheetsController.php:60	YES
apollo/v1/(?P<id>[\w]+)	PUT,PATCH	update_item_permissions_check	apollo-sheets/src/API/SheetsController.php:60	YES
apollo/v1/(?P<id>[\w]+)	DELETE	delete_item_permissions_check	apollo-sheets/src/API/SheetsController.php:60	YES
apollo-sheet	N/A	N/A	apollo-sheets/src/Shortcodes.php:24	DEV_REG
apollo-sheet-info	N/A	N/A	apollo-sheets/src/Shortcodes.php:25	DEV_REG
apollo/v1/request	POST	require_login	apollo-sign/src/API/RequestController.php:39	YES
apollo/v1/users	GET	require_login	apollo-sign/src/API/RequestController.php:53	YES
apollo/v1/doc/(?P<doc_id>[\d]+)	GET	require_login	apollo-sign/src/API/RequestController.php:66	YES
apollo/v1/(?P<id>\d+)/placement	POST	sign_permission	apollo-sign/src/API/SignController.php:107	NO
apollo/v1/(?P<id>\d+)/placement	GET	sign_permission	apollo-sign/src/API/SignController.php:155	NO
apollo/v1/	POST	create_permission	apollo-sign/src/API/SignController.php:35	YES
apollo/v1/(?P<id>\d+)	GET	create_permission	apollo-sign/src/API/SignController.php:53	NO
apollo/v1/(?P<id>\d+)/sign	POST	sign_permission	apollo-sign/src/API/SignController.php:71	NO
apollo/v1/(?P<id>\d+)/audit	GET	audit_permission	apollo-sign/src/API/SignController.php:89	NO
apollo/v1/(?P<hash>[a-f0-9]{64})	GET	__return_true	apollo-sign/src/API/VerifyController.php:46	NO
apollo_signature_pad	N/A	N/A	apollo-sign/src/Plugin.php:56	DEV_REG
apollo/v1/feed/post	POST	closure	apollo-social/src/Plugin.php:111	YES
apollo/v1/activity/(?P<id>\d+)	DELETE	closure	apollo-social/src/Plugin.php:123	YES
apollo/v1/depo/(?P<user_id>\d+)	GET	__return_true	apollo-social/src/Plugin.php:136	YES
apollo/v1/activity/(?P<id>\d+)/replies	GET	__return_true	apollo-social/src/Plugin.php:147	YES
apollo/v1/activity/(?P<id>\d+)/replies	POST	closure	apollo-social/src/Plugin.php:147	YES
apollo/v1/activity/(?P<id>\d+)	PUT	closure	apollo-social/src/Plugin.php:166	YES
apollo/v1/activity/(?P<id>\d+)/spam	POST	closure	apollo-social/src/Plugin.php:179	YES
apollo/v1/activity/(?P<id>\d+)/spam	DELETE	closure	apollo-social/src/Plugin.php:179	YES
apollo/v1/blocks	GET	closure	apollo-social/src/Plugin.php:201	YES
apollo/v1/block/(?P<user_id>\d+)	POST	closure	apollo-social/src/Plugin.php:213	YES
apollo/v1/block/(?P<user_id>\d+)	DELETE	closure	apollo-social/src/Plugin.php:213	YES
apollo/v1/members	GET	__return_true	apollo-social/src/Plugin.php:235	YES
apollo/v1/members/suggestions	GET	closure	apollo-social/src/Plugin.php:264	YES
apollo_feed	N/A	N/A	apollo-social/src/Plugin.php:583	DEV_REG
apollo_follow_btn	N/A	N/A	apollo-social/src/Plugin.php:584	DEV_REG
apollo/v1/feed	GET	closure	apollo-social/src/Plugin.php:85	YES
apollo_soundcloud	N/A	N/A	apollo-soundcloud/includes/render.php:170	YES
apollo_stats_widget	N/A	N/A	apollo-statistics/includes/class-reports.php:33	DEV_REG
apollo/v1/stats/export	GET	admin_permission	apollo-statistics/includes/class-rest-controller.php:106	YES
apollo/v1/stats/health	GET	admin_permission	apollo-statistics/includes/class-rest-controller.php:132	YES
apollo/v1/stats/trend	GET	admin_permission	apollo-statistics/includes/class-rest-controller.php:143	YES
apollo/v1/stats/chart	GET	admin_permission	apollo-statistics/includes/class-rest-controller.php:174	YES
apollo/v1/stats/overview	GET	admin_permission	apollo-statistics/includes/class-rest-controller.php:34	YES
apollo/v1/stats/events	GET	admin_permission	apollo-statistics/includes/class-rest-controller.php:54	YES
apollo/v1/stats/users	GET	admin_permission	apollo-statistics/includes/class-rest-controller.php:66	YES
apollo/v1/stats/content	GET	admin_permission	apollo-statistics/includes/class-rest-controller.php:78	YES
apollo_user_stats	N/A	N/A	apollo-statistics/includes/class-user-stats-widget.php:33	DEV_REG
apollo_get_user_stats_widget	POST	nopriv	apollo-statistics/includes/class-user-stats-widget.php:37	YES
apollo/v1/(?P<user_id>\d+)	GET	check_visibility	apollo-statistics/src/API/ProfileController.php:32	YES
apollo/v1/visibility	PUT,PATCH	is_logged_in	apollo-statistics/src/API/ProfileController.php:45	YES
apollo/v1/metrics	GET	is_admin	apollo-statistics/src/API/StatsController.php:33	NO
apollo/v1/metric/(?P<slug>[a-z0-9_-]+)	GET	is_admin	apollo-statistics/src/API/StatsController.php:42	NO
apollo/v1/metric/(?P<slug>[a-z0-9_-]+)/toggle	PUT,PATCH	is_admin	apollo-statistics/src/API/StatsController.php:52	NO
apollo/v1/dashboard	GET	is_admin	apollo-statistics/src/API/StatsController.php:67	NO
apollo/v1/profile/(?P<user_id>\d+)	GET	profile_permission	apollo-statistics/src/API/StatsController.php:77	NO
apollo/v1/pageview	POST	$throttled	apollo-statistics/src/API/TrackController.php:38	YES
apollo/v1/click	POST	$throttled	apollo-statistics/src/API/TrackController.php:48	YES
apollo/v1/session	POST	$throttled	apollo-statistics/src/API/TrackController.php:58	YES
apollo/v1/event	POST	$throttled	apollo-statistics/src/API/TrackController.php:68	YES
apollo/v1/radio	POST	$throttled	apollo-statistics/src/API/TrackController.php:78	YES
apollo/v1/batch	POST	$throttled	apollo-statistics/src/API/TrackController.php:88	YES
UNRESOLVED:$this->route	$this->method	[$this, 'checkPermission']	apollo-telegram/src/API/BaseEndpoint.php:51	NO
apollo-telegram/v1/poll-tick	POST	permission_verify_nonce	apollo-telegram/src/API/VerificationController.php:107	YES
apollo-telegram/v1/check-phone-available	POST	permission_verify_nonce	apollo-telegram/src/API/VerificationController.php:124	YES
apollo-telegram/v1/telegram	GET	permission_legacy_debug	apollo-telegram/src/API/VerificationController.php:146	YES
apollo-telegram/v1/broadcast	POST	closure	apollo-telegram/src/API/VerificationController.php:168	YES
apollo-telegram/v1/request-support-verification	POST	permission_verify_nonce	apollo-telegram/src/API/VerificationController.php:26	YES
apollo-telegram/v1/verify-support-code	POST	permission_verify_nonce	apollo-telegram/src/API/VerificationController.php:48	YES
apollo-telegram/v1/verification-status	POST	permission_verify_nonce	apollo-telegram/src/API/VerificationController.php:80	YES
$class	N/A	N/A	apollo-telegram/src/Shortcodes/ShortcodeManager.php:24	DYNAMIC
apollo_navbar_login	POST	nopriv	apollo-templates/apollo-templates.php:534	YES
apollo_panel_login	POST	nopriv	apollo-templates/apollo-templates.php:568	YES
apollo_suggest_event	POST	nopriv	apollo-templates/apollo-templates.php:637	YES
apollo/v1/radar/stats	GET	__return_true	apollo-templates/examples/user-radar-examples.php:208	NO
apollo/v1/radar/top	GET	__return_true	apollo-templates/examples/user-radar-examples.php:218	NO
apollo_user_badge	N/A	N/A	apollo-templates/examples/user-radar-examples.php:310	DEV_REG
apollo_user_ranking	N/A	N/A	apollo-templates/examples/user-radar-examples.php:332	DEV_REG
apollo/v1/templates	GET	__return_true	apollo-templates/includes/class-plugin.php:158	YES
apollo/v1/templates/calendars	GET	__return_true	apollo-templates/includes/class-plugin.php:169	YES
apollo/v1/canvas/save	POST	check_edit_permission	apollo-templates/includes/class-plugin.php:180	YES
apollo/v1/canvas/blocks	GET	__return_true	apollo-templates/includes/class-plugin.php:191	YES
apollo_events	N/A	N/A	apollo-templates/includes/class-shortcodes.php:56	DEV_REG
apollo_event	N/A	N/A	apollo-templates/includes/class-shortcodes.php:57	DEV_REG
apollo_calendar	N/A	N/A	apollo-templates/includes/class-shortcodes.php:58	DEV_REG
apollo_event_form	N/A	N/A	apollo-templates/includes/class-shortcodes.php:59	DEV_REG
$tag	N/A	N/A	apollo-ui/includes/shortcode.php:149	DYNAMIC
apollo/v1/profile/match	POST	logged_in	apollo-users/src/API/ProfileController.php:106	YES
apollo/v1/profile/matches	GET	logged_in	apollo-users/src/API/ProfileController.php:122	YES
apollo/v1/profile/avatar	POST	logged_in	apollo-users/src/API/ProfileController.php:45	YES
apollo/v1/profile/avatar	DELETE	logged_in	apollo-users/src/API/ProfileController.php:56	YES
apollo/v1/profile/cover	POST	logged_in	apollo-users/src/API/ProfileController.php:67	YES
apollo/v1/profile/cover	DELETE	logged_in	apollo-users/src/API/ProfileController.php:78	YES
apollo/v1/profile/views	GET	logged_in	apollo-users/src/API/ProfileController.php:89	YES
apollo/v1/users/radar	GET	__return_true	apollo-users/src/API/UsersController.php:112	YES
apollo/v1/users/(?P<username>[a-zA-Z0-9_-]+)	GET	__return_true	apollo-users/src/API/UsersController.php:138	YES
apollo/v1/users	GET	check_can_view_directory	apollo-users/src/API/UsersController.php:156	YES
apollo/v1/users/(?P<id>\d+)	GET	__return_true	apollo-users/src/API/UsersController.php:189	YES
apollo/v1/users/(?P<id>\d+)	PUT,PATCH	check_can_edit_user	apollo-users/src/API/UsersController.php:207	YES
apollo/v1/users/(?P<id>\d+)/preferences	GET	check_can_view_user	apollo-users/src/API/UsersController.php:225	YES
apollo/v1/users/(?P<id>\d+)/preferences	PUT,PATCH	check_can_edit_user	apollo-users/src/API/UsersController.php:243	YES
apollo/v1/users/(?P<id>\d+)/matchmaking	GET	check_can_view_user	apollo-users/src/API/UsersController.php:261	YES
apollo/v1/users/(?P<id>\d+)/fields	GET	check_can_view_user	apollo-users/src/API/UsersController.php:279	YES
