endpoint	methods	permission	file:line	in_registry?
apollo/v1/preferences	GET	function ()	apollo-admin/src/UserPreferences.php:97	yes
apollo/v1/preferences/(?P<key>[a-z0-9_-]+)	DELETE	function ()	apollo-admin/src/UserPreferences.php:121	yes
apollo/v1/profile-stats/(?P<user_id>\d+)	GET	$this, 'check_visibility'	apollo-statistics/src/API/ProfileController.php:19	no
apollo/v1/profile-stats/visibility	PATCH,POST,PUT	$this, 'is_logged_in'	apollo-statistics/src/API/ProfileController.php:37	no
apollo/v1/profile/(?P<username>[a-zA-Z0-9_-]+)	GET	'__return_true'	apollo-users/src/API/UsersController.php:285	yes
apollo/v1/profile/(?P<username>[a-zA-Z0-9_-]+)/view	POST	'__return_true'	apollo-users/src/API/UsersController.php:302	yes
apollo/v1/profile/avatar	POST	'is_user_logged_in'	apollo-users/src/API/ProfileController.php:25	yes
apollo/v1/profile/avatar	DELETE	'is_user_logged_in'	apollo-users/src/API/ProfileController.php:41	yes
apollo/v1/profile/cover	POST	'is_user_logged_in'	apollo-users/src/API/ProfileController.php:50	yes
apollo/v1/profile/cover	DELETE	'is_user_logged_in'	apollo-users/src/API/ProfileController.php:61	yes
apollo/v1/profile/views	GET	'is_user_logged_in'	apollo-users/src/API/ProfileController.php:72	yes
apollo/v1/quiz/questions	GET	'__return_true'	apollo-login/src/API/QuizController.php:30	yes
apollo/v1/quiz/submit	POST	'__return_true'	apollo-login/src/API/QuizController.php:56	yes
apollo/v1/radar/stats	GET	'__return_true'	apollo-templates/examples/user-radar-examples.php:134	no
apollo/v1/radar/top	GET	'__return_true'	apollo-templates/examples/user-radar-examples.php:139	no
apollo/v1/radio/now	GET	'__return_true'	apollo-radio/src/API/RadioController.php:31	no
apollo/v1/radio/playlist	GET	'__return_true'	apollo-radio/src/API/RadioController.php:38	no
apollo/v1/radio/status	GET	'__return_true'	apollo-radio/src/API/RadioController.php:21	no
apollo/v1/radio/stream	GET	'__return_true'	apollo-radio/src/API/RadioController.php:55	no
apollo/v1/ranks	GET	'__return_true'	apollo-membership/src/API/RanksController.php:13	yes
apollo/v1/ranks/(?P<id>\d+)	GET	'__return_true'	apollo-membership/src/API/RanksController.php:27	yes
apollo/v1/registry	GET	$this, 'check_admin'	apollo-core/src/API/RegistryController.php:20	yes
apollo/v1/registry/cpts	GET	'__return_true'	apollo-core/src/API/RegistryController.php:39	yes
apollo/v1/registry/inventory-sync	POST	$this, 'check_admin'	apollo-core/src/API/RegistryController.php:80	yes
apollo/v1/registry/status	GET	'__return_true'	apollo-core/src/API/RegistryController.php:60	yes
apollo/v1/registry/tables	GET	$this, 'check_admin'	apollo-core/src/API/RegistryController.php:72	yes
apollo/v1/registry/taxonomies	GET	'__return_true'	apollo-core/src/API/RegistryController.php:48	yes
apollo/v1/remind	GET	[ $this	apollo-remind/src/API/RemindersController.php:13	yes
apollo/v1/remind	POST	[ $this	apollo-remind/src/API/RemindersController.php:23	yes
apollo/v1/remind/(?P<id>\d+)	GET	[ $this	apollo-remind/src/API/RemindersController.php:29	yes
apollo/v1/remind/(?P<id>\d+)	PUT	[ $this	apollo-remind/src/API/RemindersController.php:36	yes
apollo/v1/remind/(?P<id>\d+)	DELETE	[ $this	apollo-remind/src/API/RemindersController.php:43	yes
apollo/v1/remind/calendar	GET	[ $this	apollo-remind/src/API/RemindersController.php:50	yes
apollo/v1/remind/channels	GET	[ $this	apollo-remind/src/API/RemindersController.php:72	yes
apollo/v1/remind/push/subscribe	POST	fn() => is_user_logged_in()	apollo-remind/src/API/PushController.php:11	yes
apollo/v1/remind/push/unsubscribe	DELETE	fn() => is_user_logged_in()	apollo-remind/src/API/PushController.php:20	yes
apollo/v1/remind/push/vapid-key	GET	'__return_true'	apollo-remind/src/API/PushController.php:27	yes
apollo/v1/remind/telegram/link	POST	[ $this	apollo-remind/src/API/RemindersController.php:60	yes
apollo/v1/remind/telegram/status	GET	[ $this	apollo-remind/src/API/RemindersController.php:66	yes
apollo/v1/remind/telegram/webhook	POST	'__return_true'	apollo-remind/src/API/TelegramWebhook.php:12	yes
apollo/v1/report	POST	'__return_true'	apollo-membership/src/API/ReportController.php:35	yes
apollo/v1/safety/signals	GET	$this, 'can'	apollo-adverts/src/API/SafetyController.php:10	no
apollo/v1/safety/vouch	POST	$this, 'can'	apollo-adverts/src/API/SafetyController.php:26	no
apollo/v1/safety/vouch/confirm	POST	$this, 'can'	apollo-adverts/src/API/SafetyController.php:48	no
apollo/v1/scheduler/agents/assign	POST	$this, 'logged_in_permission'	apollo-scheduler/src/API/ManagerController.php:32	no
apollo/v1/scheduler/availability	GET	'__return_true'	apollo-scheduler/src/API/AvailabilityController.php:21	no
apollo/v1/scheduler/availability/block	POST	$this, 'logged_in_permission'	apollo-scheduler/src/API/ManagerController.php:49	no
apollo/v1/scheduler/availability/grid	GET	'__return_true'	apollo-scheduler/src/API/AvailabilityController.php:32	no
apollo/v1/scheduler/book	POST	$this, 'logged_in_permission'	apollo-scheduler/src/API/BookingController.php:24	no
apollo/v1/scheduler/ical/(?P<id>\d+)	GET	$this, 'ical_permission'	apollo-scheduler/src/API/ICalController.php:20	no
apollo/v1/scheduler/nucleo/(?P<nucleo_id>\d+)/catalog	GET	$this, 'catalog_permission'	apollo-scheduler/src/API/ManagerController.php:23	no
apollo/v1/scheduler/reschedule/(?P<id>\d+)	PATCH,POST,PUT	$this, 'logged_in_permission'	apollo-scheduler/src/API/BookingController.php:43	no
apollo/v1/search	GET	'__return_true'	apollo-core/src/API/SearchController.php:10	yes
apollo/v1/search/{$type}	GET	'__return_true'	apollo-core/src/API/SearchController.php:20	no
apollo/v1/security/attempts	GET	$this, 'admin_only'	apollo-login/src/API/SecurityController.php:44	yes
apollo/v1/security/rewrites	GET	$this, 'admin_only'	apollo-login/src/API/SecurityController.php:26	yes
apollo/v1/seo/home	GET	'__return_true'	apollo-seo/src/Plugin.php:346	yes
apollo/v1/seo/post/(?P<id>\d+)	GET	'__return_true'	apollo-seo/src/Plugin.php:311	yes
apollo/v1/seo/term/(?P<id>\d+)	GET	'__return_true'	apollo-seo/src/Plugin.php:333	yes
apollo/v1/settings	GET	$this, 'admin_permission'	apollo-admin/src/Rest/SettingsController.php:11	yes
apollo/v1/settings/(?P<slug>[a-z0-9_-]+)	GET,POST	$this, 'admin_permission'	apollo-admin/src/Rest/SettingsController.php:34	yes
apollo/v1/settings/(?P<slug>[a-z0-9_-]+)/schema	GET	$this, 'admin_permission'	apollo-admin/src/Rest/SettingsController.php:71	yes
apollo/v1/settings/export	GET	$this, 'admin_permission'	apollo-admin/src/Rest/SettingsController.php:107	yes
apollo/v1/settings/import	POST	$this, 'admin_permission'	apollo-admin/src/Rest/SettingsController.php:115	yes
apollo/v1/sheets	GET,POST	$this, 'get_items_permissions_check'	apollo-sheets/src/API/SheetsController.php:22	no
apollo/v1/sheets/(?P<id>[\w]+)	DELETE,GET,PATCH,POST,PUT	$this, 'get_item_permissions_check'	apollo-sheets/src/API/SheetsController.php:52	no
apollo/v1/sheets/(?P<id>[\w]+)/copy	POST	$this, 'create_item_permissions_check'	apollo-sheets/src/API/SheetsController.php:89	no
apollo/v1/sheets/(?P<id>[\w]+)/export	GET	$this, 'get_item_permissions_check'	apollo-sheets/src/API/SheetsController.php:126	no
apollo/v1/sheets/(?P<id>[\w]+)/preview	GET	$this, 'get_item_permissions_check'	apollo-sheets/src/API/SheetsController.php:152	no
apollo/v1/sheets/import	POST	$this, 'create_item_permissions_check'	apollo-sheets/src/API/SheetsController.php:110	no
apollo/v1/shortcodes	GET	'__return_true'	apollo-core/src/API/ShortcodesController.php:38	yes
apollo/v1/shortcodes/(?P<tag>[a-z_]+)	GET	'__return_true'	apollo-core/src/API/ShortcodesController.php:49	no
apollo/v1/shortcodes/render	POST	$this, 'can_render'	apollo-core/src/API/ShortcodesController.php:77	yes
apollo/v1/signatures	POST	$this, 'create_permission'	apollo-sign/src/API/SignController.php:21	no
apollo/v1/signatures/(?P<id>\d+)	GET	$this, 'create_permission'	apollo-sign/src/API/SignController.php:41	no
apollo/v1/signatures/(?P<id>\d+)/audit	GET	$this, 'audit_permission'	apollo-sign/src/API/SignController.php:75	no
apollo/v1/signatures/(?P<id>\d+)/placement	GET	$this, 'sign_permission'	apollo-sign/src/API/SignController.php:138	no
apollo/v1/signatures/(?P<id>\d+)/placement	POST	$this, 'sign_permission'	apollo-sign/src/API/SignController.php:91	no
apollo/v1/signatures/(?P<id>\d+)/sign	POST	$this, 'sign_permission'	apollo-sign/src/API/SignController.php:58	no
apollo/v1/signatures/doc/(?P<doc_id>[\d]+)	GET	$this, 'require_login'	apollo-sign/src/API/RequestController.php:52	no
apollo/v1/signatures/request	POST	$this, 'require_login'	apollo-sign/src/API/RequestController.php:26	no
apollo/v1/signatures/users	GET	$this, 'require_login'	apollo-sign/src/API/RequestController.php:41	no
apollo/v1/signatures/verify/(?P<hash>[a-f0-9]{64})	GET	'__return_true'	apollo-sign/src/API/VerifyController.php:20	no
apollo/v1/simon/highscores	GET	'__return_true'	apollo-login/src/API/QuizController.php:105	yes
apollo/v1/simon/submit	POST	'__return_true'	apollo-login/src/API/QuizController.php:78	yes
apollo/v1/sounds	GET	'__return_true'	apollo-core/src/API/SoundController.php:16	yes
apollo/v1/sounds/(?P<id>\d+)	GET	'__return_true'	apollo-core/src/API/SoundController.php:38	yes
apollo/v1/sounds/popular	GET	'__return_true'	apollo-core/src/API/SoundController.php:94	yes
apollo/v1/sounds/user	GET	$this, 'check_logged_in'	apollo-core/src/API/SoundController.php:55	yes
apollo/v1/sounds/user	POST	$this, 'check_logged_in'	apollo-core/src/API/SoundController.php:64	yes
apollo/v1/stats/chart	GET	$this, 'admin_permission'	apollo-statistics/includes/class-rest-controller.php:154	yes
apollo/v1/stats/content	GET	$this, 'admin_permission'	apollo-statistics/includes/class-rest-controller.php:61	yes
apollo/v1/stats/dashboard	GET	$this, 'is_admin'	apollo-statistics/src/API/StatsController.php:54	no
apollo/v1/stats/events	GET	$this, 'admin_permission'	apollo-statistics/includes/class-rest-controller.php:39	yes
apollo/v1/stats/export	GET	$this, 'admin_permission'	apollo-statistics/includes/class-rest-controller.php:90	yes
apollo/v1/stats/health	GET	$this, 'admin_permission'	apollo-statistics/includes/class-rest-controller.php:113	yes
apollo/v1/stats/metric/(?P<slug>[a-z0-9_-]+)	GET	$this, 'is_admin'	apollo-statistics/src/API/StatsController.php:33	no
apollo/v1/stats/metric/(?P<slug>[a-z0-9_-]+)/toggle	PATCH,POST,PUT	$this, 'is_admin'	apollo-statistics/src/API/StatsController.php:42	no
apollo/v1/stats/metrics	GET	$this, 'is_admin'	apollo-statistics/src/API/StatsController.php:20	no
apollo/v1/stats/overview	GET	$this, 'admin_permission'	apollo-statistics/includes/class-rest-controller.php:12	yes
apollo/v1/stats/profile/(?P<user_id>\d+)	GET	$this, 'profile_permission'	apollo-statistics/src/API/StatsController.php:66	no
apollo/v1/stats/trend	GET	$this, 'admin_permission'	apollo-statistics/includes/class-rest-controller.php:121	yes
apollo/v1/stats/users	GET	$this, 'admin_permission'	apollo-statistics/includes/class-rest-controller.php:49	yes
apollo/v1/templates	GET	'__return_true'	apollo-templates/includes/class-plugin.php:118	yes
apollo/v1/templates/calendars	GET	'__return_true'	apollo-templates/includes/class-plugin.php:132	yes
apollo/v1/toolbar	POST	function ()	apollo-admin/src/ToolbarCustomizer.php:109	yes
apollo/v1/toolbar	GET	function ()	apollo-admin/src/ToolbarCustomizer.php:97	yes
apollo/v1/track/batch	POST	$throttled	apollo-statistics/src/API/TrackController.php:73	no
apollo/v1/track/click	POST	$throttled	apollo-statistics/src/API/TrackController.php:38	no
apollo/v1/track/event	POST	$throttled	apollo-statistics/src/API/TrackController.php:58	no
apollo/v1/track/pageview	POST	$throttled	apollo-statistics/src/API/TrackController.php:24	no
apollo/v1/track/radio	POST	$throttled	apollo-statistics/src/API/TrackController.php:67	no
apollo/v1/track/session	POST	$throttled	apollo-statistics/src/API/TrackController.php:48	no
apollo/v1/user-achievements	GET	$this, 'check_logged_in'	apollo-membership/src/API/AchievementsController.php:54	yes
apollo/v1/user-rank	GET	$this, 'check_logged_in'	apollo-membership/src/API/RanksController.php:47	yes
apollo/v1/user-summary	GET	$this, 'check_logged_in'	apollo-membership/src/API/LeaderboardController.php:53	yes
apollo/v1/users	GET	$this, 'check_can_view_directory'	apollo-users/src/API/UsersController.php:131	yes
apollo/v1/users/(?P<id>\d+)	GET	'__return_true'	apollo-users/src/API/UsersController.php:163	yes
apollo/v1/users/(?P<id>\d+)	PATCH,POST,PUT	$this, 'check_can_edit_user'	apollo-users/src/API/UsersController.php:178	yes
apollo/v1/users/(?P<id>\d+)/fields	GET	$this, 'check_can_view_user'	apollo-users/src/API/UsersController.php:249	yes
apollo/v1/users/(?P<id>\d+)/fields	PATCH,POST,PUT	$this, 'check_can_edit_user'	apollo-users/src/API/UsersController.php:267	yes
apollo/v1/users/(?P<id>\d+)/matchmaking	GET	$this, 'check_can_view_user'	apollo-users/src/API/UsersController.php:232	yes
apollo/v1/users/(?P<id>\d+)/preferences	GET	$this, 'check_can_view_user'	apollo-users/src/API/UsersController.php:196	yes
apollo/v1/users/(?P<id>\d+)/preferences	PATCH,POST,PUT	$this, 'check_can_edit_user'	apollo-users/src/API/UsersController.php:214	yes
apollo/v1/users/(?P<username>[a-zA-Z0-9_-]+)	GET	'__return_true'	apollo-users/src/API/UsersController.php:117	yes
apollo/v1/users/me	GET	$this, 'check_user_logged_in'	apollo-users/src/API/UsersController.php:27	yes
apollo/v1/users/me	PATCH,POST,PUT	$this, 'check_user_logged_in'	apollo-users/src/API/UsersController.php:45	yes
apollo/v1/users/me/matches	GET	$this, 'check_user_logged_in'	apollo-users/src/API/UsersController.php:53	yes
apollo/v1/users/radar	GET	'__return_true'	apollo-users/src/API/UsersController.php:93	yes
apollo/v1/users/search	GET	$this, 'check_can_view_directory'	apollo-users/src/API/UsersController.php:73	yes
apollo/v1/wows	POST	$logged	apollo-wow/src/Plugin.php:32	yes
apollo/v1/wows/(?P<post_id>\d+)	DELETE,GET	'__return_true'	apollo-wow/src/Plugin.php:40	yes
apollo/v1/wows/chart/(?P<post_id>\d+)	GET	'__return_true'	apollo-wow/src/Plugin.php:64	yes
apollo/v1/wows/types	GET	'__return_true'	apollo-wow/src/Plugin.php:57	yes
admin-ajax.php?action=apollo_auth_debug_log	POST	nopriv	apollo-login/src/Auth/RegisterHandler.php:48	yes
admin-ajax.php?action=apollo_auth_nonce	POST	nopriv	apollo-login/src/Auth/LoginHandler.php:34	yes
admin-ajax.php?action=apollo_fav_toggle	POST	nopriv	apollo-fav/includes/class-cbx-bridge.php:47	yes
admin-ajax.php?action=apollo_forgot_password	POST	nopriv	apollo-login/src/Auth/PasswordReset.php:32	yes
admin-ajax.php?action=apollo_get_user_stats_widget	POST	nopriv	apollo-statistics/includes/class-user-stats-widget.php:37	yes
admin-ajax.php?action=apollo_get_user_top_sounds	POST	nopriv	apollo-fav/includes/class-fav-ranking.php:50	yes
admin-ajax.php?action=apollo_login	POST	nopriv	apollo-login/src/Auth/LoginHandler.php:31	yes
admin-ajax.php?action=apollo_navbar_login	POST	nopriv	apollo-templates/apollo-templates.php:480	yes
admin-ajax.php?action=apollo_panel_login	POST	nopriv	apollo-templates/apollo-templates.php:514	yes
admin-ajax.php?action=apollo_register	POST	nopriv	apollo-login/src/Auth/RegisterHandler.php:33	yes
admin-ajax.php?action=apollo_resend_verification	POST	nopriv	apollo-login/src/Auth/EmailVerification.php:48	yes
admin-ajax.php?action=apollo_reset_confirm	POST	nopriv	apollo-login/src/Auth/PasswordReset.php:34	yes
admin-ajax.php?action=apollo_suggest_event	POST	nopriv	apollo-templates/apollo-templates.php:583	yes
admin-ajax.php?action=apollo_validate_cpf	POST	nopriv	apollo-login/src/Auth/RegisterHandler.php:44	yes
[a-eve]	render	public	apollo-events/src/Shortcodes.php:36	yes
[apollo_achievement]	render	public	apollo-membership/includes/shortcodes/apollo-achievement-single.php:108	yes
[apollo_achievements]	render	public	apollo-membership/includes/shortcodes/apollo-achievements-list.php:106	yes
[apollo_add_dj]	render	public	apollo-djs/src/Shortcodes.php:26	yes
[apollo_add_loc]	render	public	apollo-loc/src/Shortcodes/ShortcodeRegistry.php:24	yes
[apollo_add_news]	render	public	apollo-journal/src/Shortcodes.php:41	yes
[apollo_add_nrep]	render	public	apollo-journal/src/Shortcodes.php:42	yes
[apollo_adverts_chat_button]	render	public	apollo-adverts/includes/integrations.php:375	no
[apollo_calendar]	render	public	apollo-events/src/Shortcodes.php:41	yes
[apollo_calendar]	render	public	apollo-templates/includes/class-shortcodes.php:58	yes
[apollo_cena_submit_event]	render	public	apollo-events/src/Cena_Rio_Submissions.php:38	yes
[apollo_classified_form]	render	public	apollo-adverts/includes/shortcodes.php:29	yes
[apollo_classified]	render	public	apollo-adverts/includes/shortcodes.php:28	yes
[apollo_classifieds_rent_space]	render	public	apollo-adverts/includes/shortcodes.php:32	yes
[apollo_classifieds_sell_ticket]	render	public	apollo-adverts/includes/shortcodes.php:31	yes
[apollo_classifieds]	render	public	apollo-adverts/includes/shortcodes.php:27	yes
[apollo_coauthor_count]	render	public	apollo-coauthor/src/Components/Shortcodes.php:43	yes
[apollo_coauthors]	render	public	apollo-coauthor/src/Components/Shortcodes.php:42	yes
[apollo_create_comuna]	render	public	apollo-groups/src/Plugin.php:999	yes
[apollo_create_nucleo]	render	public	apollo-groups/src/Plugin.php:998	yes
[apollo_dashboard_menu]	render	public	apollo-dashboard/includes/class-plugin.php:80	yes
[apollo_dashboard]	render	public	apollo-dashboard/includes/class-plugin.php:79	yes
[apollo_depoimento_form]	render	public	apollo-comment/src/Shortcodes.php:21	yes
[apollo_depoimentos]	render	public	apollo-comment/src/Shortcodes.php:20	yes
[apollo_dj_carousel]	render	public	apollo-djs/src/Shortcodes.php:25	yes
[apollo_dj]	render	public	apollo-djs/src/Shortcodes.php:24	yes
[apollo_djs]	render	public	apollo-djs/src/Shortcodes.php:23	yes
[apollo_email_prefs]	render	public	apollo-email/src/Plugin.php:114	yes
[apollo_event_form]	render	public	apollo-events/src/Shortcodes.php:42	yes
[apollo_event_form]	render	public	apollo-templates/includes/class-shortcodes.php:59	yes
[apollo_event_single]	render	public	apollo-events/includes/render-single.php:1039	no
[apollo_event]	render	public	apollo-events/src/Shortcodes.php:40	yes
[apollo_event]	render	public	apollo-templates/includes/class-shortcodes.php:57	yes
[apollo_events]	render	public	apollo-events/src/Shortcodes.php:39	yes
[apollo_events]	render	public	apollo-templates/includes/class-shortcodes.php:56	yes
[apollo_evidence]	render	public	apollo-membership/includes/shortcodes/apollo-evidence.php:95	yes
[apollo_fav_dashboard]	render	public	apollo-fav/includes/class-fav-sound-dashboard.php:28	yes
[apollo_fav]	render	public	apollo-fav/includes/class-dashboard.php:65	yes
[apollo_feed]	render	public	apollo-social/src/Plugin.php:583	yes
[apollo_follow_btn]	render	public	apollo-social/src/Plugin.php:584	yes
[apollo_group]	render	public	apollo-groups/src/Plugin.php:996	yes
[apollo_groups]	render	public	apollo-groups/src/Plugin.php:995	yes
[apollo_hub_builder]	render	public	apollo-hub/src/Shortcodes.php:25	yes
[apollo_hub]	render	public	apollo-hub/src/Shortcodes.php:24	yes
[apollo_interesse_dashboard]	render	public	apollo-fav/includes/class-fav-sound-dashboard.php:30	yes
[apollo_journal_card]	render	public	apollo-journal/src/Shortcodes.php:40	yes
[apollo_journal_marquee]	render	public	apollo-journal/src/Shortcodes.php:39	yes
[apollo_journal]	render	public	apollo-journal/src/Shortcodes.php:38	yes
[apollo_leaderboard]	render	public	apollo-membership/includes/shortcodes/apollo-leaderboard.php:96	yes
[apollo_local]	render	public	apollo-loc/src/Shortcodes/ShortcodeRegistry.php:22	yes
[apollo_locals]	render	public	apollo-loc/src/Shortcodes/ShortcodeRegistry.php:21	yes
[apollo_login]	render	public	apollo-login/src/Core/Plugin.php:323	yes
[apollo_map]	render	public	apollo-loc/src/Shortcodes/ShortcodeRegistry.php:23	yes
[apollo_maps]	render	public	apollo-maps/src/Shortcodes/MapShortcode.php:22	yes
[apollo_matchmaking]	render	public	apollo-users/src/Plugin.php:160	yes
[apollo_my_favs]	render	public	apollo-fav/includes/class-dashboard.php:62	yes
[apollo_my_groups]	render	public	apollo-groups/src/Plugin.php:997	yes
[apollo_newsletter]	render	public	apollo-email/src/Newsletter.php:62	yes
[apollo_notif_badge]	render	public	apollo-notif/src/Plugin.php:535	yes
[apollo_notif]	render	public	apollo-notif/src/Plugin.php:534	yes
[apollo_password_reset]	render	public	apollo-login/src/Core/Plugin.php:327	yes
[apollo_points]	render	public	apollo-membership/includes/shortcodes/apollo-points.php:107	yes
[apollo_profile_edit]	render	public	apollo-users/src/Plugin.php:157	yes
[apollo_profile_fields]	render	public	apollo-users/src/Plugin.php:161	yes
[apollo_profile]	render	public	apollo-users/src/Plugin.php:156	yes
[apollo_quiz]	render	public	apollo-login/src/Core/Plugin.php:325	yes
[apollo_radar]	render	public	apollo-users/src/Plugin.php:158	yes
[apollo_radio]	render	public	apollo-radio/src/Shortcode/RadioShortcode.php:19	yes
[apollo_rank]	render	public	apollo-membership/includes/shortcodes/apollo-rank-single.php:79	yes
[apollo_ranks]	render	public	apollo-membership/includes/shortcodes/apollo-ranks.php:75	yes
[apollo_register]	render	public	apollo-login/src/Core/Plugin.php:324	yes
[apollo_related_classifieds]	render	public	apollo-adverts/src/RelatedAds.php:42	yes
[apollo_scheduler_book]	render	public	apollo-scheduler/src/Frontend/BookingWizard.php:19	yes
[apollo_scheduler_manager]	render	public	apollo-scheduler/src/Frontend/ManagerCalendar.php:19	yes
[apollo_signature_pad]	render	public	apollo-sign/src/Plugin.php:56	yes
[apollo_simon]	render	public	apollo-login/src/Core/Plugin.php:326	yes
[apollo_soundcloud]	render	public	apollo-soundcloud/includes/render.php:170	yes
[apollo_stats_widget]	render	public	apollo-statistics/includes/class-reports.php:33	yes
[apollo_top_sounds]	render	public	apollo-fav/includes/class-fav-ranking.php:51	yes
[apollo_user_achievements]	render	public	apollo-membership/includes/shortcodes/apollo-user-achievements.php:88	yes
[apollo_user_badge]	render	public	apollo-templates/examples/user-radar-examples.php:310	no
[apollo_user_card]	render	public	apollo-users/src/Plugin.php:159	yes
[apollo_user_rank]	render	public	apollo-membership/includes/shortcodes/apollo-user-rank.php:79	yes
[apollo_user_ranking]	render	public	apollo-templates/examples/user-radar-examples.php:332	no
[apollo_user_stats]	render	public	apollo-statistics/includes/class-user-stats-widget.php:33	yes
[apollo_verify_email]	render	public	apollo-login/src/Core/Plugin.php:328	yes
[apollo_wow_chart]	render	public	apollo-wow/src/Plugin.php:147	yes
[apollo_wow]	render	public	apollo-wow/src/Plugin.php:146	yes
[apollo-sheet-info]	render	public	apollo-sheets/src/Shortcodes.php:25	yes
[apollo-sheet]	render	public	apollo-sheets/src/Shortcodes.php:24	yes
